decision_id,category,decision,advisors_present,num_advisors,votes_json,yes_votes,no_votes,abstain_votes,board_recommendation,final_choice,user_aligned_with_board,outcome,satisfaction_score,days_to_outcome
DEC-0266,Lifestyle,Should I adopt a cat (my third)?,"Chaos Goblin, Spouse/Partner, CFO",3,"{""Chaos Goblin"": ""No"", ""Spouse/Partner"": ""Yes"", ""CFO"": ""Yes""}",2,1,0,Yes,Chose alternative path,False,Successful,3,59.0
DEC-0267,Health,Should I try therapy or keep managing on my own?,"Spouse/Partner, 80-Year-Old You, Builder, Adventurer, Therapist",5,"{""Spouse/Partner"": ""No"", ""80-Year-Old You"": ""Yes"", ""Builder"": ""Yes"", ""Adventurer"": ""Yes"", ""Therapist"": ""No""}",3,2,0,Yes,Chose alternative path,False,Unsuccessful,2,16.0
DEC-0268,Personal Growth,Should I start the creative project I keep postponing?,"Adventurer, Spouse/Partner, Dad Voice, Chaos Goblin, CFO",5,"{""Adventurer"": ""Yes"", ""Spouse/Partner"": ""No"", ""Dad Voice"": ""Abstain"", ""Chaos Goblin"": ""Abstain"", ""CFO"": ""Abstain""}",1,1,3,Split,Did not proceed (aligned with majority),True,Successful,4,73.0
DEC-0269,Health,Should I take a sabbatical for burnout recovery?,"80-Year-Old You, Therapist, Future Self",3,"{""80-Year-Old You"": ""Yes"", ""Therapist"": ""Abstain"", ""Future Self"": ""Abstain""}",1,0,2,Yes,Chose alternative path,False,Unsuccessful,1,14.0
DEC-0270,Creative,Should I take the commercial project for money even if it's not my passion?,"Adventurer, Spouse/Partner, Future Self",3,"{""Adventurer"": ""Yes"", ""Spouse/Partner"": ""Abstain"", ""Future Self"": ""Yes""}",2,0,1,Yes,Proceeded (aligned with majority),True,Unsuccessful,3,40.0
DEC-0271,Relationships,Should I tell my partner about my past?,"Therapist, Chaos Goblin, Adventurer, CFO, Inner Critic",5,"{""Therapist"": ""Yes"", ""Chaos Goblin"": ""Yes"", ""Adventurer"": ""Yes"", ""CFO"": ""No"", ""Inner Critic"": ""Abstain""}",3,1,1,Yes,Delayed decision,False,Successful,5,50.0
DEC-0272,Creative,Should I self-publish or try traditional publishing?,"Adventurer, Chaos Goblin, Inner Critic",3,"{""Adventurer"": ""Abstain"", ""Chaos Goblin"": ""Yes"", ""Inner Critic"": ""No""}",1,1,1,Split,Chose compromise,False,Unsuccessful,2,24.0
DEC-0273,Career,Should I pivot from engineering to product management?,"CFO, Builder, Adventurer, Future Self, Spouse/Partner",5,"{""CFO"": ""No"", ""Builder"": ""No"", ""Adventurer"": ""Yes"", ""Future Self"": ""No"", ""Spouse/Partner"": ""Abstain""}",1,3,1,No,Did not proceed (aligned with majority),True,Pending,4,
DEC-0274,Lifestyle,Should I take the sabbatical and travel?,"80-Year-Old You, Dad Voice, Adventurer",3,"{""80-Year-Old You"": ""Abstain"", ""Dad Voice"": ""No"", ""Adventurer"": ""Yes""}",1,1,1,Split,Did not proceed (aligned with majority),True,Successful,5,70.0
DEC-0275,Creative,Should I enter the competition even though I might not win?,"Dad Voice, Future Self, Therapist, Spouse/Partner, Chaos Goblin",5,"{""Dad Voice"": ""No"", ""Future Self"": ""No"", ""Therapist"": ""No"", ""Spouse/Partner"": ""No"", ""Chaos Goblin"": ""No""}",0,5,0,No,Did not proceed (aligned with majority),True,Mixed,2,74.0
DEC-0276,Personal Growth,Should I start writing the book I've been thinking about?,"Builder, Inner Critic, 80-Year-Old You",3,"{""Builder"": ""Abstain"", ""Inner Critic"": ""Abstain"", ""80-Year-Old You"": ""Yes""}",1,0,2,Yes,Proceeded (aligned with majority),True,Successful,5,9.0
DEC-0277,Personal Growth,Should I go to the networking event even though I hate them?,"Chaos Goblin, Dad Voice, Future Self, CFO, 80-Year-Old You",5,"{""Chaos Goblin"": ""Yes"", ""Dad Voice"": ""No"", ""Future Self"": ""Yes"", ""CFO"": ""No"", ""80-Year-Old You"": ""Yes""}",3,2,0,Yes,Delayed decision,False,Unsuccessful,1,54.0
DEC-0278,Health,Should I commit to the early morning workout routine?,"Inner Critic, CFO, Adventurer, Chaos Goblin, Spouse/Partner",5,"{""Inner Critic"": ""Abstain"", ""CFO"": ""No"", ""Adventurer"": ""Abstain"", ""Chaos Goblin"": ""No"", ""Spouse/Partner"": ""No""}",0,3,2,No,Did not proceed (aligned with majority),True,Successful,5,31.0
DEC-0279,Creative,Should I invest in professional equipment or keep bootstrapping?,"Inner Critic, 80-Year-Old You, Therapist, Dad Voice",4,"{""Inner Critic"": ""No"", ""80-Year-Old You"": ""Yes"", ""Therapist"": ""Abstain"", ""Dad Voice"": ""Yes""}",2,1,1,Yes,Proceeded (aligned with majority),True,Mixed,4,73.0
DEC-0280,Personal Growth,Should I take the public speaking course?,"Adventurer, CFO, Builder, Future Self, Dad Voice",5,"{""Adventurer"": ""No"", ""CFO"": ""No"", ""Builder"": ""Yes"", ""Future Self"": ""Yes"", ""Dad Voice"": ""Yes""}",3,2,0,Yes,Proceeded (aligned with majority),True,Pending,3,
DEC-0281,Creative,Should I collaborate with someone whose style differs from mine?,"Therapist, Adventurer, Chaos Goblin, CFO, Dad Voice",5,"{""Therapist"": ""Abstain"", ""Adventurer"": ""Yes"", ""Chaos Goblin"": ""Abstain"", ""CFO"": ""No"", ""Dad Voice"": ""No""}",1,2,2,No,Chose compromise,False,Successful,4,70.0
DEC-0282,Lifestyle,Should I adopt a dog even though my schedule is busy?,"Chaos Goblin, 80-Year-Old You, Builder, Therapist, Spouse/Partner",5,"{""Chaos Goblin"": ""Yes"", ""80-Year-Old You"": ""Abstain"", ""Builder"": ""Yes"", ""Therapist"": ""Abstain"", ""Spouse/Partner"": ""No""}",2,1,2,Yes,Proceeded (aligned with majority),True,Pending,3,
DEC-0283,Personal Growth,Should I attend the silent retreat?,"Future Self, Spouse/Partner, Chaos Goblin, Builder, 80-Year-Old You",5,"{""Future Self"": ""Yes"", ""Spouse/Partner"": ""Yes"", ""Chaos Goblin"": ""Yes"", ""Builder"": ""No"", ""80-Year-Old You"": ""No""}",3,2,0,Yes,Proceeded (aligned with majority),True,Mixed,4,73.0
DEC-0284,Lifestyle,Should I buy the expensive thing that would make me happy?,"Future Self, Spouse/Partner, Therapist",3,"{""Future Self"": ""Abstain"", ""Spouse/Partner"": ""Yes"", ""Therapist"": ""Abstain""}",1,0,2,Yes,Delayed decision,False,Successful,4,84.0
DEC-0285,Relationships,Should I attend the wedding of someone who hurt me?,"Therapist, Inner Critic, 80-Year-Old You",3,"{""Therapist"": ""No"", ""Inner Critic"": ""Abstain"", ""80-Year-Old You"": ""No""}",0,2,1,No,Did not proceed (aligned with majority),True,Pending,3,
DEC-0286,Creative,Should I pivot my creative direction entirely?,"Inner Critic, Adventurer, CFO",3,"{""Inner Critic"": ""No"", ""Adventurer"": ""Yes"", ""CFO"": ""Yes""}",2,1,0,Yes,Proceeded (aligned with majority),True,Unsuccessful,3,90.0
DEC-0287,Relationships,Should I set boundaries with my overbearing parent?,"Spouse/Partner, Future Self, CFO",3,"{""Spouse/Partner"": ""Yes"", ""Future Self"": ""Yes"", ""CFO"": ""No""}",2,1,0,Yes,Chose alternative path,False,Mixed,2,85.0
DEC-0288,Personal Growth,Should I delete social media for a month?,"Inner Critic, Spouse/Partner, CFO",3,"{""Inner Critic"": ""Abstain"", ""Spouse/Partner"": ""Yes"", ""CFO"": ""Abstain""}",1,0,2,Yes,Delayed decision,False,Mixed,3,4.0
DEC-0289,Lifestyle,Should I commit to minimalism and declutter everything?,"Dad Voice, 80-Year-Old You, Future Self",3,"{""Dad Voice"": ""Abstain"", ""80-Year-Old You"": ""No"", ""Future Self"": ""No""}",0,2,1,No,Did not proceed (aligned with majority),True,Mixed,3,27.0
DEC-0290,Relationships,Should I introduce my new partner to my kids?,"Adventurer, Builder, Inner Critic",3,"{""Adventurer"": ""No"", ""Builder"": ""Yes"", ""Inner Critic"": ""Yes""}",2,1,0,Yes,Proceeded (aligned with majority),True,Successful,4,35.0
DEC-0291,Career,Should I start freelancing on the side?,"Builder, CFO, Dad Voice, 80-Year-Old You",4,"{""Builder"": ""No"", ""CFO"": ""Abstain"", ""Dad Voice"": ""No"", ""80-Year-Old You"": ""Abstain""}",0,2,2,No,Did not proceed (aligned with majority),True,Unsuccessful,2,12.0
DEC-0292,Creative,Should I self-publish or try traditional publishing?,"Future Self, Builder, Adventurer, Chaos Goblin, Spouse/Partner",5,"{""Future Self"": ""Yes"", ""Builder"": ""No"", ""Adventurer"": ""Yes"", ""Chaos Goblin"": ""Yes"", ""Spouse/Partner"": ""Abstain""}",3,1,1,Yes,Chose alternative path,False,Mixed,3,82.0
DEC-0293,Personal Growth,Should I hire a life coach?,"CFO, Adventurer, Therapist, Future Self, Inner Critic",5,"{""CFO"": ""Abstain"", ""Adventurer"": ""Yes"", ""Therapist"": ""No"", ""Future Self"": ""Abstain"", ""Inner Critic"": ""No""}",1,2,2,No,Did not proceed (aligned with majority),True,Pending,4,
DEC-0294,Health,Should I take the medication my doctor prescribed?,"Spouse/Partner, CFO, Therapist, Dad Voice, Chaos Goblin",5,"{""Spouse/Partner"": ""No"", ""CFO"": ""Yes"", ""Therapist"": ""Abstain"", ""Dad Voice"": ""Yes"", ""Chaos Goblin"": ""No""}",2,2,1,Split,Chose compromise,False,Successful,5,71.0
DEC-0295,Personal Growth,Should I start writing the book I've been thinking about?,"Adventurer, Future Self, Inner Critic, Chaos Goblin, Therapist",5,"{""Adventurer"": ""Yes"", ""Future Self"": ""Yes"", ""Inner Critic"": ""No"", ""Chaos Goblin"": ""Abstain"", ""Therapist"": ""Abstain""}",2,1,2,Yes,Chose alternative path,False,Mixed,4,90.0
DEC-0296,Finance,Should I invest in index funds or individual stocks?,"Therapist, CFO, Adventurer, Inner Critic",4,"{""Therapist"": ""Yes"", ""CFO"": ""Abstain"", ""Adventurer"": ""Yes"", ""Inner Critic"": ""No""}",2,1,1,Yes,Proceeded (aligned with majority),True,Successful,4,83.0
DEC-0297,Health,Should I prioritize sleep over my social life?,"CFO, Chaos Goblin, Adventurer, Spouse/Partner",4,"{""CFO"": ""Yes"", ""Chaos Goblin"": ""Abstain"", ""Adventurer"": ""Yes"", ""Spouse/Partner"": ""No""}",2,1,1,Yes,Proceeded (aligned with majority),True,Unsuccessful,1,67.0
DEC-0298,Career,Should I accept the remote role or stay hybrid?,"Spouse/Partner, Adventurer, Dad Voice, Chaos Goblin, Future Self",5,"{""Spouse/Partner"": ""Yes"", ""Adventurer"": ""No"", ""Dad Voice"": ""Yes"", ""Chaos Goblin"": ""Yes"", ""Future Self"": ""Yes""}",4,1,0,Yes,Chose alternative path,False,Unsuccessful,3,40.0
DEC-0299,Lifestyle,Should I downsize my apartment to save money?,"Therapist, CFO, Builder, Inner Critic",4,"{""Therapist"": ""Yes"", ""CFO"": ""No"", ""Builder"": ""Yes"", ""Inner Critic"": ""No""}",2,2,0,Split,Proceeded anyway,False,Successful,5,47.0
DEC-0300,Finance,Should I max out my 401k or save for a down payment?,"Inner Critic, Builder, Dad Voice, Adventurer, Chaos Goblin",5,"{""Inner Critic"": ""No"", ""Builder"": ""Yes"", ""Dad Voice"": ""Yes"", ""Adventurer"": ""Yes"", ""Chaos Goblin"": ""No""}",3,2,0,Yes,Proceeded (aligned with majority),True,Unsuccessful,3,73.0
DEC-0301,Health,Should I see a specialist about this recurring issue?,"Adventurer, Spouse/Partner, Dad Voice, Builder, CFO",5,"{""Adventurer"": ""Yes"", ""Spouse/Partner"": ""No"", ""Dad Voice"": ""Abstain"", ""Builder"": ""Yes"", ""CFO"": ""No""}",2,2,1,Split,Proceeded anyway,False,Successful,3,27.0
DEC-0302,Relationships,Should I introduce my new partner to my kids?,"Therapist, Spouse/Partner, Builder, Inner Critic",4,"{""Therapist"": ""No"", ""Spouse/Partner"": ""Abstain"", ""Builder"": ""Abstain"", ""Inner Critic"": ""Yes""}",1,1,2,Split,Did not proceed (aligned with majority),True,Unsuccessful,2,85.0
DEC-0303,Health,Should I take the medication my doctor prescribed?,"Builder, Therapist, 80-Year-Old You, Future Self",4,"{""Builder"": ""Yes"", ""Therapist"": ""Abstain"", ""80-Year-Old You"": ""Yes"", ""Future Self"": ""Yes""}",3,0,1,Yes,Chose alternative path,False,Successful,4,20.0
DEC-0304,Personal Growth,Should I go to the networking event even though I hate them?,"Adventurer, Dad Voice, CFO, Chaos Goblin",4,"{""Adventurer"": ""Yes"", ""Dad Voice"": ""Yes"", ""CFO"": ""No"", ""Chaos Goblin"": ""Yes""}",3,1,0,Yes,Proceeded (aligned with majority),True,Pending,3,
DEC-0305,Personal Growth,Should I attend the silent retreat?,"80-Year-Old You, Builder, Therapist, Future Self, Adventurer",5,"{""80-Year-Old You"": ""Abstain"", ""Builder"": ""No"", ""Therapist"": ""Abstain"", ""Future Self"": ""Yes"", ""Adventurer"": ""Yes""}",2,1,2,Yes,Proceeded (aligned with majority),True,Successful,3,33.0
DEC-0306,Creative,Should I enter the competition even though I might not win?,"Builder, Inner Critic, Dad Voice, Future Self, Adventurer",5,"{""Builder"": ""Yes"", ""Inner Critic"": ""Abstain"", ""Dad Voice"": ""No"", ""Future Self"": ""Abstain"", ""Adventurer"": ""No""}",1,2,2,No,Did not proceed (aligned with majority),True,Successful,4,65.0
DEC-0307,Finance,Should I buy a house now or wait for prices to drop?,"Therapist, Future Self, CFO, Dad Voice",4,"{""Therapist"": ""Yes"", ""Future Self"": ""Abstain"", ""CFO"": ""No"", ""Dad Voice"": ""No""}",1,2,1,No,Did not proceed (aligned with majority),True,Successful,5,44.0
DEC-0308,Career,Should I accept the lateral move to a different department?,"Spouse/Partner, Dad Voice, Builder, Future Self, Therapist",5,"{""Spouse/Partner"": ""Yes"", ""Dad Voice"": ""No"", ""Builder"": ""Abstain"", ""Future Self"": ""Yes"", ""Therapist"": ""Yes""}",3,1,1,Yes,Delayed decision,False,Successful,4,47.0
DEC-0309,Health,Should I try the elimination diet my friend recommended?,"Dad Voice, CFO, Builder, Future Self",4,"{""Dad Voice"": ""Yes"", ""CFO"": ""Yes"", ""Builder"": ""No"", ""Future Self"": ""Yes""}",3,1,0,Yes,Proceeded (aligned with majority),True,Successful,5,18.0
DEC-0310,Lifestyle,Should I buy the expensive thing that would make me happy?,"Therapist, Adventurer, 80-Year-Old You, Dad Voice",4,"{""Therapist"": ""No"", ""Adventurer"": ""Yes"", ""80-Year-Old You"": ""Yes"", ""Dad Voice"": ""Abstain""}",2,1,1,Yes,Proceeded (aligned with majority),True,Successful,5,23.0
DEC-0311,Finance,Should I co-sign my sibling's loan?,"CFO, Builder, Dad Voice, Adventurer, Inner Critic",5,"{""CFO"": ""Abstain"", ""Builder"": ""No"", ""Dad Voice"": ""No"", ""Adventurer"": ""Abstain"", ""Inner Critic"": ""No""}",0,3,2,No,Chose compromise,False,Unsuccessful,3,13.0
DEC-0312,Finance,Should I hire a financial advisor or manage investments myself?,"80-Year-Old You, Dad Voice, Builder, Adventurer, Future Self",5,"{""80-Year-Old You"": ""No"", ""Dad Voice"": ""Abstain"", ""Builder"": ""Abstain"", ""Adventurer"": ""Yes"", ""Future Self"": ""No""}",1,2,2,No,Proceeded anyway,False,Unsuccessful,1,61.0
DEC-0313,Personal Growth,Should I say yes to the scary opportunity?,"Future Self, Chaos Goblin, Inner Critic",3,"{""Future Self"": ""Yes"", ""Chaos Goblin"": ""Yes"", ""Inner Critic"": ""No""}",2,1,0,Yes,Delayed decision,False,Unsuccessful,3,80.0
DEC-0314,Career,Should I pivot from engineering to product management?,"Dad Voice, CFO, Adventurer, Inner Critic",4,"{""Dad Voice"": ""No"", ""CFO"": ""Yes"", ""Adventurer"": ""Yes"", ""Inner Critic"": ""Abstain""}",2,1,1,Yes,Delayed decision,False,Unsuccessful,2,69.0
DEC-0315,Health,Should I train for a marathon even though I've never run?,"Inner Critic, Chaos Goblin, Future Self",3,"{""Inner Critic"": ""Abstain"", ""Chaos Goblin"": ""No"", ""Future Self"": ""No""}",0,2,1,No,Did not proceed (aligned with majority),True,Unsuccessful,3,76.0
DEC-0316,Career,Should I confront my manager about the toxic team culture?,"Spouse/Partner, 80-Year-Old You, Future Self",3,"{""Spouse/Partner"": ""Abstain"", ""80-Year-Old You"": ""Yes"", ""Future Self"": ""No""}",1,1,1,Split,Did not proceed (aligned with majority),True,Successful,3,3.0
DEC-0317,Personal Growth,Should I commit to journaling daily?,"Inner Critic, CFO, Chaos Goblin",3,"{""Inner Critic"": ""No"", ""CFO"": ""No"", ""Chaos Goblin"": ""Yes""}",1,2,0,No,Did not proceed (aligned with majority),True,Successful,5,35.0
DEC-0318,Relationships,Should I prioritize my relationship or my career right now?,"Chaos Goblin, Therapist, Spouse/Partner, Inner Critic, Future Self",5,"{""Chaos Goblin"": ""Abstain"", ""Therapist"": ""No"", ""Spouse/Partner"": ""Abstain"", ""Inner Critic"": ""No"", ""Future Self"": ""Yes""}",1,2,2,No,Did not proceed (aligned with majority),True,Successful,4,47.0
DEC-0319,Creative,Should I pivot my creative direction entirely?,"Builder, Adventurer, Future Self, 80-Year-Old You, Therapist",5,"{""Builder"": ""Abstain"", ""Adventurer"": ""Yes"", ""Future Self"": ""Yes"", ""80-Year-Old You"": ""No"", ""Therapist"": ""Abstain""}",2,1,2,Yes,Chose alternative path,False,Unsuccessful,1,52.0
DEC-0320,Lifestyle,Should I adopt a dog even though my schedule is busy?,"Builder, 80-Year-Old You, Chaos Goblin",3,"{""Builder"": ""Yes"", ""80-Year-Old You"": ""Yes"", ""Chaos Goblin"": ""Yes""}",3,0,0,Yes,Chose alternative path,False,Unsuccessful,3,54.0
DEC-0321,Personal Growth,Should I read more books or take more courses?,"Spouse/Partner, CFO, Builder, Therapist, Future Self",5,"{""Spouse/Partner"": ""No"", ""CFO"": ""Yes"", ""Builder"": ""No"", ""Therapist"": ""Abstain"", ""Future Self"": ""Yes""}",2,2,1,Split,Proceeded anyway,False,Mixed,3,32.0
DEC-0322,Personal Growth,Should I volunteer for the nonprofit board position?,"CFO, Therapist, Future Self, Inner Critic, Dad Voice",5,"{""CFO"": ""Abstain"", ""Therapist"": ""Yes"", ""Future Self"": ""Yes"", ""Inner Critic"": ""No"", ""Dad Voice"": ""No""}",2,2,1,Split,Did not proceed (aligned with majority),True,Successful,3,11.0
DEC-0323,Career,Should I negotiate my salary or accept the initial offer?,"Inner Critic, Therapist, Dad Voice, Chaos Goblin",4,"{""Inner Critic"": ""No"", ""Therapist"": ""No"", ""Dad Voice"": ""Yes"", ""Chaos Goblin"": ""Abstain""}",1,2,1,No,Did not proceed (aligned with majority),True,Successful,4,16.0
DEC-0324,Personal Growth,Should I learn a new language or a new instrument?,"Spouse/Partner, Therapist, Adventurer, Chaos Goblin, Dad Voice",5,"{""Spouse/Partner"": ""Abstain"", ""Therapist"": ""Abstain"", ""Adventurer"": ""No"", ""Chaos Goblin"": ""No"", ""Dad Voice"": ""No""}",0,3,2,No,Chose compromise,False,Mixed,4,46.0
DEC-0325,Creative,Should I invest in professional equipment or keep bootstrapping?,"80-Year-Old You, CFO, Dad Voice, Inner Critic, Builder",5,"{""80-Year-Old You"": ""Yes"", ""CFO"": ""No"", ""Dad Voice"": ""Abstain"", ""Inner Critic"": ""No"", ""Builder"": ""Yes""}",2,2,1,Split,Did not proceed (aligned with majority),True,Pending,3,
DEC-0326,Career,Should I accept the lateral move to a different department?,"Future Self, Spouse/Partner, Adventurer, Dad Voice",4,"{""Future Self"": ""No"", ""Spouse/Partner"": ""Abstain"", ""Adventurer"": ""Yes"", ""Dad Voice"": ""Abstain""}",1,1,2,Split,Did not proceed (aligned with majority),True,Successful,5,37.0
DEC-0327,Finance,Should I sell my stocks during this market dip?,"Future Self, 80-Year-Old You, Dad Voice, Adventurer, Therapist",5,"{""Future Self"": ""Yes"", ""80-Year-Old You"": ""Yes"", ""Dad Voice"": ""Yes"", ""Adventurer"": ""No"", ""Therapist"": ""Abstain""}",3,1,1,Yes,Proceeded (aligned with majority),True,Unsuccessful,1,13.0
DEC-0328,Lifestyle,Should I adopt a cat (my third)?,"Dad Voice, CFO, Inner Critic, Chaos Goblin",4,"{""Dad Voice"": ""No"", ""CFO"": ""No"", ""Inner Critic"": ""No"", ""Chaos Goblin"": ""Abstain""}",0,3,1,No,Chose compromise,False,Pending,3,
DEC-0329,Creative,Should I take the commercial project for money even if it's not my passion?,"Chaos Goblin, Future Self, Builder, CFO",4,"{""Chaos Goblin"": ""No"", ""Future Self"": ""Yes"", ""Builder"": ""Abstain"", ""CFO"": ""Yes""}",2,1,1,Yes,Proceeded (aligned with majority),True,Pending,4,
DEC-0330,Health,Should I try therapy or keep managing on my own?,"Inner Critic, 80-Year-Old You, Therapist, Dad Voice, CFO",5,"{""Inner Critic"": ""Yes"", ""80-Year-Old You"": ""Yes"", ""Therapist"": ""No"", ""Dad Voice"": ""Yes"", ""CFO"": ""No""}",3,2,0,Yes,Proceeded (aligned with majority),True,Mixed,2,63.0
DEC-0331,Personal Growth,Should I take the public speaking course?,"Builder, 80-Year-Old You, Chaos Goblin, Adventurer",4,"{""Builder"": ""Yes"", ""80-Year-Old You"": ""No"", ""Chaos Goblin"": ""Yes"", ""Adventurer"": ""Yes""}",3,1,0,Yes,Proceeded (aligned with majority),True,Mixed,4,90.0
DEC-0332,Finance,Should I rent or buy in this market?,"Spouse/Partner, Future Self, Chaos Goblin",3,"{""Spouse/Partner"": ""Abstain"", ""Future Self"": ""Yes"", ""Chaos Goblin"": ""Abstain""}",1,0,2,Yes,Chose alternative path,False,Mixed,2,56.0
DEC-0333,Health,Should I go vegetarian for health reasons?,"Inner Critic, Dad Voice, Therapist, Chaos Goblin, Future Self",5,"{""Inner Critic"": ""No"", ""Dad Voice"": ""No"", ""Therapist"": ""No"", ""Chaos Goblin"": ""Yes"", ""Future Self"": ""No""}",1,4,0,No,Proceeded anyway,False,Unsuccessful,2,83.0
DEC-0334,Career,Should I take the startup offer over the corporate role?,"Therapist, Spouse/Partner, Dad Voice, Builder, Inner Critic",5,"{""Therapist"": ""No"", ""Spouse/Partner"": ""Abstain"", ""Dad Voice"": ""Yes"", ""Builder"": ""Yes"", ""Inner Critic"": ""No""}",2,2,1,Split,Did not proceed (aligned with majority),True,Mixed,3,86.0
DEC-0335,Lifestyle,Should I sell my car and use public transit?,"Spouse/Partner, Therapist, Inner Critic",3,"{""Spouse/Partner"": ""No"", ""Therapist"": ""No"", ""Inner Critic"": ""No""}",0,3,0,No,Chose compromise,False,Mixed,3,83.0
DEC-0336,Finance,Should I rent or buy in this market?,"Therapist, Chaos Goblin, Inner Critic",3,"{""Therapist"": ""Abstain"", ""Chaos Goblin"": ""Yes"", ""Inner Critic"": ""Yes""}",2,0,1,Yes,Proceeded (aligned with majority),True,Successful,4,37.0
DEC-0337,Personal Growth,Should I read more books or take more courses?,"Spouse/Partner, 80-Year-Old You, Therapist, Inner Critic",4,"{""Spouse/Partner"": ""No"", ""80-Year-Old You"": ""Abstain"", ""Therapist"": ""No"", ""Inner Critic"": ""Yes""}",1,2,1,No,Proceeded anyway,False,Unsuccessful,2,13.0
DEC-0338,Finance,Should I pay off student loans aggressively or invest the difference?,"Adventurer, Dad Voice, Inner Critic, Future Self",4,"{""Adventurer"": ""Yes"", ""Dad Voice"": ""Yes"", ""Inner Critic"": ""No"", ""Future Self"": ""No""}",2,2,0,Split,Proceeded anyway,False,Successful,4,86.0
DEC-0339,Health,Should I take the medication my doctor prescribed?,"Future Self, Spouse/Partner, 80-Year-Old You",3,"{""Future Self"": ""No"", ""Spouse/Partner"": ""Yes"", ""80-Year-Old You"": ""Abstain""}",1,1,1,Split,Proceeded anyway,False,Unsuccessful,3,44.0
DEC-0340,Creative,Should I invest in professional equipment or keep bootstrapping?,"Inner Critic, Spouse/Partner, 80-Year-Old You, Adventurer",4,"{""Inner Critic"": ""Abstain"", ""Spouse/Partner"": ""No"", ""80-Year-Old You"": ""Yes"", ""Adventurer"": ""Yes""}",2,1,1,Yes,Chose alternative path,False,Mixed,3,70.0
DEC-0341,Lifestyle,Should I adopt a cat (my third)?,"Spouse/Partner, Therapist, 80-Year-Old You, Dad Voice, Adventurer",5,"{""Spouse/Partner"": ""Abstain"", ""Therapist"": ""No"", ""80-Year-Old You"": ""Yes"", ""Dad Voice"": ""Yes"", ""Adventurer"": ""Yes""}",3,1,1,Yes,Proceeded (aligned with majority),True,Unsuccessful,3,47.0
DEC-0342,Relationships,Should I introduce my new partner to my kids?,"CFO, 80-Year-Old You, Inner Critic, Builder, Dad Voice",5,"{""CFO"": ""Abstain"", ""80-Year-Old You"": ""No"", ""Inner Critic"": ""No"", ""Builder"": ""No"", ""Dad Voice"": ""No""}",0,4,1,No,Proceeded anyway,False,Pending,3,
DEC-0343,Finance,Should I pay off student loans aggressively or invest the difference?,"Chaos Goblin, Dad Voice, Future Self, Builder, CFO",5,"{""Chaos Goblin"": ""Yes"", ""Dad Voice"": ""Yes"", ""Future Self"": ""No"", ""Builder"": ""Abstain"", ""CFO"": ""Abstain""}",2,1,2,Yes,Chose alternative path,False,Successful,5,37.0
DEC-0344,Health,Should I get the elective surgery now or wait?,"Builder, Dad Voice, Spouse/Partner",3,"{""Builder"": ""Yes"", ""Dad Voice"": ""No"", ""Spouse/Partner"": ""No""}",1,2,0,No,Did not proceed (aligned with majority),True,Mixed,3,22.0
DEC-0345,Career,Should I negotiate my salary or accept the initial offer?,"Builder, Adventurer, Spouse/Partner",3,"{""Builder"": ""Yes"", ""Adventurer"": ""No"", ""Spouse/Partner"": ""No""}",1,2,0,No,Proceeded anyway,False,Successful,4,46.0
DEC-0346,Health,Should I take the medication my doctor prescribed?,"Therapist, 80-Year-Old You, CFO, Builder",4,"{""Therapist"": ""Yes"", ""80-Year-Old You"": ""No"", ""CFO"": ""Yes"", ""Builder"": ""Yes""}",3,1,0,Yes,Proceeded (aligned with majority),True,Mixed,2,35.0
DEC-0347,Creative,Should I pivot my creative direction entirely?,"Adventurer, Future Self, Chaos Goblin",3,"{""Adventurer"": ""No"", ""Future Self"": ""Yes"", ""Chaos Goblin"": ""Abstain""}",1,1,1,Split,Proceeded anyway,False,Mixed,4,69.0
DEC-0348,Lifestyle,Should I buy the expensive thing that would make me happy?,"Chaos Goblin, Spouse/Partner, Therapist, Adventurer",4,"{""Chaos Goblin"": ""No"", ""Spouse/Partner"": ""Yes"", ""Therapist"": ""Abstain"", ""Adventurer"": ""Yes""}",2,1,1,Yes,Proceeded (aligned with majority),True,Mixed,2,9.0
DEC-0349,Creative,Should I collaborate with someone whose style differs from mine?,"Future Self, Chaos Goblin, Therapist",3,"{""Future Self"": ""Yes"", ""Chaos Goblin"": ""Abstain"", ""Therapist"": ""No""}",1,1,1,Split,Did not proceed (aligned with majority),True,Successful,5,77.0
DEC-0350,Creative,Should I invest in professional equipment or keep bootstrapping?,"Dad Voice, Builder, Therapist, Chaos Goblin, CFO",5,"{""Dad Voice"": ""Yes"", ""Builder"": ""Yes"", ""Therapist"": ""Abstain"", ""Chaos Goblin"": ""Yes"", ""CFO"": ""Abstain""}",3,0,2,Yes,Chose alternative path,False,Successful,4,22.0
DEC-0351,Lifestyle,Should I sell my car and use public transit?,"Builder, 80-Year-Old You, Future Self",3,"{""Builder"": ""Yes"", ""80-Year-Old You"": ""Yes"", ""Future Self"": ""No""}",2,1,0,Yes,Proceeded (aligned with majority),True,Pending,4,
DEC-0352,Career,Should I accept the lateral move to a different department?,"Therapist, Builder, Spouse/Partner, CFO",4,"{""Therapist"": ""No"", ""Builder"": ""Yes"", ""Spouse/Partner"": ""Yes"", ""CFO"": ""No""}",2,2,0,Split,Proceeded anyway,False,Successful,4,62.0
